ID,Label,Interval,Taxa,RelativeAbundance,Module,Phylum,WeightedDegree,ClusteringCoefficient,NumberTriangles,Modularity,Eccentricity,ClosenessCentrality,HarmonicClosenessCentrality,BetweennessCentrality,Degree
84,Pseudorhodoferax soli,,Pseudorhodoferax soli,0.1252595,M2,Actinomycetota,5,4.150453806,10,0.170081967,0.23671113,7.32E-04,2,0.5,5
83,Tepidiforma bonchosmolovskayae,,Tepidiforma bonchosmolovskayae,0.15754688,M1,Chloroflexota,5,3.965371311,8,0.256568779,0.333620195,1.11E-04,0,0.6,6
82,Ilumatobacter fluminis,,Ilumatobacter fluminis,0.6732374,M2,Actinomycetota,2,1.623487234,7,0.229916898,0.250215146,0.015703197,8,0,0
81,Microcoleus sp. PCC 7113,,Microcoleus sp. PCC 7113,0.7127862,M6,Cyanobacteriota,3,2.516960204,1,1,1,1.33E-04,5,0.333333333,1
80,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,0.26581985,M3,Candidatus Saccharibacteria,1,0.793319583,8,0.215584416,0.242957544,0,6,0,0
8,Noviherbaspirillum soli,,Noviherbaspirillum soli,0.1591029,M10,Pseudomonadota,1,0.778481185,1,1,1,0,1,0,0
79,Aquihabitans daechungensis,,Aquihabitans daechungensis,0.15949191,M9,Actinomycetota,3,2.352752388,8,0.25304878,0.321572002,0.010962727,8,0.333333333,1
78,Aciditerrimonas ferrireducens,,Aciditerrimonas ferrireducens,0.862942,M1,Actinomycetota,44,36.91373694,7,0.330677291,0.500229489,0.028439195,0,0.624735729,591
77,Arthrobacter crystallopoietes,,Arthrobacter crystallopoietes,0.14976679,M2,Actinomycetota,18,15.47431815,8,0.230555556,0.329690189,0.005307924,2,0.732026144,112
76,Candidatus Saccharibacteria bacterium oral taxon 955,,Candidatus Saccharibacteria bacterium oral taxon 955,0.5298243,M2,Candidatus Saccharibacteria,7,5.730263531,9,0.194379391,0.265631574,4.99E-04,2,0.666666667,14
75,Tepidisphaera mucosa,,Tepidisphaera mucosa,0.21524924,M1,Planctomycetota,1,0.808457017,9,0.217562254,0.272693154,0,8,0,0
74,Bacillus megaterium,,Bacillus megaterium,0.32131785,M1,Bacillota,39,32.99821001,7,0.327416174,0.485169248,0.011518785,0,0.705802969,523
73,Peribacillus simplex,,Peribacillus simplex,0.19981873,M1,Bacillota,28,23.22923595,7,0.312617702,0.441193345,0.001672215,0,0.793650794,300
72,[Brevibacterium] frigoritolerans,,[Brevibacterium] frigoritolerans,0.41805035,M1,Bacillota,36,29.55087399,7,0.318618042,0.466092943,0.013813391,0,0.744444444,469
71,Peribacillus muralis,,Peribacillus muralis,0.1032159,M1,Bacillota,2,1.56861639,8,0.251896813,0.316853127,0,0,1,1
70,[Polyangium] brachysporum,,[Polyangium] brachysporum,0.37253678,M8,Pseudomonadota,1,0.805778503,1,1,1,0,4,0,0
7,Variovorax paradoxus,,Variovorax paradoxus,0.46239686,M2,Pseudomonadota,6,4.972575247,9,0.19369895,0.260611494,7.16E-05,2,0.866666667,13
69,Nordella oligomobilis,,Nordella oligomobilis,0.25246403,M1,Pseudomonadota,30,24.31038988,8,0.27852349,0.429804934,0.00747632,0,0.691954023,301
68,Agrobacterium tumefaciens,,Agrobacterium tumefaciens,0.67751646,M2,Pseudomonadota,22,17.67150527,9,0.201701094,0.320350449,0.011706594,2,0.441558442,102
67,Chthoniobacter flavus,,Chthoniobacter flavus,0.45889583,M3,Verrucomicrobiota,9,7.216254592,5,0.348739496,0.400803213,0.358012944,6,0.361111111,13
66,Litorilinea aerophila,,Litorilinea aerophila,0.3077027,M1,Chloroflexota,37,30.38179994,7,0.325490196,0.477639128,0.02201455,0,0.660660661,440
65,Paenibacillus prosopidis,,Paenibacillus prosopidis,0.24883331,M1,Bacillota,41,34.57778609,7,0.330019881,0.492699369,0.014515161,0,0.658536585,540
64,Paenibacillus castaneae,,Paenibacillus castaneae,0.24299824,M1,Bacillota,25,20.83282948,7,0.310861423,0.432659208,9.82E-04,0,0.87,261
63,Paenibacillus sp. JDR-2,,Paenibacillus sp. JDR-2,0.28578874,M1,Bacillota,40,33.6333791,7,0.328712871,0.488683305,0.006575076,0,0.729487179,569
62,Microvirga subterranea,,Microvirga subterranea,0.38420692,M2,Pseudomonadota,7,5.685591221,7,0.24702381,0.289271371,3.70E-04,3,0.80952381,17
61,Holophaga foetida,,Holophaga foetida,0.24066421,M1,Acidobacteriota,1,0.790960073,8,0.232167832,0.276305221,0,0,0,0
60,Nitrosospira briensis,,Nitrosospira briensis,0.6722,M2,Pseudomonadota,7,5.756768823,9,0.19235226,0.260912698,0.002581936,2,0.428571429,9
6,Variovorax ginsengisoli,,Variovorax ginsengisoli,0.17997949,M2,Pseudomonadota,6,4.871633708,9,0.193925234,0.26161551,5.47E-04,2,0.8,12
59,Leptolyngbya sp. O-77,,Leptolyngbya sp. O-77,0.4096219,M6,Cyanobacteriota,2,1.817343533,2,0.75,0.833333333,0,5,1,1
58,Planctomycetes bacterium Pan153,,Planctomycetes bacterium Pan153,0.12720452,M1,Planctomycetota,2,1.552685082,8,0.248875562,0.310527826,0,0,1,1
57,Terrimonas suqianensis,,Terrimonas suqianensis,0.12409248,M3,Bacteroidota,3,2.461947918,8,0.243045388,0.298680436,0,6,1,3
56,Geoalkalibacter subterraneus,,Geoalkalibacter subterraneus,0.100881875,M4,Thermodesulfobacteriota,1,0.773729205,9,0.214747736,0.262652993,0,8,0,0
55,Niastella vici,,Niastella vici,0.13783732,M5,Bacteroidota,5,3.950601399,8,0.25304878,0.327294894,0.001276714,7,0.2,2
54,Sphingomonas sp. AE3,,Sphingomonas sp. AE3,0.40819556,M2,Pseudomonadota,9,7.156030536,8,0.226158038,0.296342513,4.08E-04,2,0.833333333,30
53,Sphingomonas lutea,,Sphingomonas lutea,0.20202309,M2,Pseudomonadota,14,11.41089767,8,0.229916898,0.319650029,0.011844999,2,0.78021978,71
52,Sphingomonas sediminicola,,Sphingomonas sediminicola,0.4894975,M2,Pseudomonadota,19,16.00231302,9,0.201212121,0.311816313,0.002196548,2,0.65497076,112
51,Sphingomonas daechungensis,,Sphingomonas daechungensis,0.46836162,M2,Pseudomonadota,10,8.075955629,8,0.228650138,0.306382674,0.008999972,2,0.666666667,30
50,Skermanella mucosa,,Skermanella mucosa,0.18827826,M2,Pseudomonadota,7,5.758585453,7,0.256568779,0.305536431,0.002424505,3,0.714285714,15
5,Luteitalea pratensis,,Luteitalea pratensis,2.1121657,M1,Acidobacteriota,28,23.19420511,7,0.313207547,0.440490534,0.007651283,0,0.71957672,272
49,Skermanella rosea,,Skermanella rosea,0.7096742,M2,Pseudomonadota,6,5.185241878,7,0.246290801,0.285255307,1.33E-05,3,0.933333333,14
48,Metabacillus litoralis,,Metabacillus litoralis,0.2191393,M1,Bacillota,28,22.91590065,7,0.313799622,0.442699369,0.001059916,0,0.896825397,339
47,Rubrivivax gelatinosus,,Rubrivivax gelatinosus,0.32417056,M8,Pseudomonadota,1,0.805778503,1,1,1,0,4,0,0
46,Bacillus oryzisoli,,Bacillus oryzisoli,0.32637492,M1,Bacillota,28,23.49260259,7,0.313799622,0.442699369,0.003253574,0,0.835978836,316
45,Ohtaekwangia kribbensis,,Ohtaekwangia kribbensis,0.22782706,M3,Bacteroidota,2,1.614614487,8,0.242690058,0.295668388,0,6,1,1
44,Flavitalea populi,,Flavitalea populi,0.108791634,M3,Bacteroidota,2,1.636775374,7,0.231520223,0.255737235,0,3,1,1
43,Flavitalea flava,,Flavitalea flava,0.13472527,M3,Bacteroidota,2,1.597652137,7,0.231520223,0.255737235,0,3,1,1
42,Paraflavitalea soli,,Paraflavitalea soli,0.20254175,M3,Bacteroidota,12,9.895322144,7,0.299638989,0.384064831,0.005740114,6,0.590909091,39
41,Flavisolibacter tropicus,,Flavisolibacter tropicus,0.23651484,M3,Bacteroidota,9,7.252675891,6,0.282312925,0.332429719,0.064826537,3,0.138888889,5
40,Flavisolibacter ginsengiterrae,,Flavisolibacter ginsengiterrae,0.13511428,M3,Bacteroidota,2,1.583410203,7,0.231520223,0.255737235,0,3,1,1
4,Stenotrophobacter terrae,,Stenotrophobacter terrae,0.7413132,M3,Acidobacteriota,8,6.663647115,7,0.281833616,0.348823867,0.005391724,6,0.5,14
39,Flavisolibacter ginsenosidimutans,,Flavisolibacter ginsenosidimutans,0.36618304,M3,Bacteroidota,6,4.91913265,7,0.246656761,0.284954102,0.031015455,3,0.2,3
38,Arthrobacter pascens,,Arthrobacter pascens,0.20552413,M2,Actinomycetota,22,18.89749563,8,0.232492997,0.343746414,0.03188843,2,0.54978355,127
37,Arthrobacter sp. 24S4-2,,Arthrobacter sp. 24S4-2,0.20370877,M2,Actinomycetota,19,16.09872925,8,0.234463277,0.339213999,0.012603951,2,0.602339181,103
36,Arthrobacter sp. FB24,,Arthrobacter sp. FB24,0.19904071,M2,Actinomycetota,19,16.28042781,8,0.231520223,0.33471027,0.007463844,2,0.660818713,113
35,Arthrobacter sp. KBS0702,,Arthrobacter sp. KBS0702,0.48781183,M2,Actinomycetota,19,15.66729861,7,0.275747508,0.370797476,0.18848259,2,0.520467836,89
34,Arthrobacter alpinus,,Arthrobacter alpinus,0.18750024,M2,Actinomycetota,6,5.047807872,8,0.223719677,0.282788296,0,2,1,15
33,Arthrobacter sp. QXT-31,,Arthrobacter sp. QXT-31,0.8574959,M2,Actinomycetota,23,19.51889825,8,0.23347398,0.348766495,0.024966698,2,0.533596838,135
32,Arthrobacter sp. U41,,Arthrobacter sp. U41,0.1786828,M2,Actinomycetota,3,2.34216404,7,0.25577812,0.290820425,0.020079929,8,0.333333333,1
31,Arthrobacter sp. ZXY-2,,Arthrobacter sp. ZXY-2,0.3178168,M2,Actinomycetota,3,2.393396378,9,0.19124424,0.244045229,8.31E-06,2,0.666666667,2
30,Arthrobacter sp. UKPF54-2,,Arthrobacter sp. UKPF54-2,0.38900465,M2,Actinomycetota,21,17.99888086,8,0.234463277,0.343230063,0.015180412,2,0.595238095,125
3,Stenotrophobacter namibiensis,,Stenotrophobacter namibiensis,0.27528563,M3,Acidobacteriota,9,7.51951921,6,0.309701493,0.367369478,0.036329871,6,0.361111111,13
29,Arthrobacter sp. YN,,Arthrobacter sp. YN,0.4067692,M2,Actinomycetota,24,19.82033026,8,0.235460993,0.353585772,0.064640084,2,0.467391304,129
28,Pseudarthrobacter sp. NIBRBAC000502771,,Pseudarthrobacter sp. NIBRBAC000502771,0.3157421,M2,Actinomycetota,22,18.89587015,8,0.235460993,0.348250143,0.019106269,2,0.571428571,132
27,Pseudarthrobacter sp. NIBRBAC000502772,,Pseudarthrobacter sp. NIBRBAC000502772,0.4814581,M2,Actinomycetota,14,11.38628012,7,0.269480519,0.344893861,0.057914584,2,0.428571429,39
26,Pseudarthrobacter phenanthrenivorans,,Pseudarthrobacter phenanthrenivorans,0.13731864,M2,Actinomycetota,16,13.85904616,9,0.199759326,0.300270128,0.001116899,2,0.741666667,89
25,Arthrobacter sp. PGP41,,Arthrobacter sp. PGP41,0.558092,M2,Actinomycetota,20,17.24377459,8,0.231520223,0.336718302,0.018559232,2,0.610526316,116
24,Arthrobacter sp. Rue61a,,Arthrobacter sp. Rue61a,0.21628658,M2,Actinomycetota,15,12.66627479,8,0.229598893,0.320654045,0.006796631,2,0.780952381,82
23,Pseudarthrobacter sulfonivorans,,Pseudarthrobacter sulfonivorans,0.8425841,M2,Actinomycetota,14,11.61341041,7,0.26904376,0.346901893,0.06579166,2,0.516483516,47
22,Ohtaekwangia koreensis,,Ohtaekwangia koreensis,0.25687274,M3,Bacteroidota,5,4.071980119,8,0.25499232,0.327495697,4.63E-04,6,0.6,6
21,Chryseolinea soli,,Chryseolinea soli,1.4327041,M3,Bacteroidota,32,26.27075481,7,0.319230769,0.457358003,0.067162731,6,0.495967742,246
20,Chryseolinea serpens,,Chryseolinea serpens,0.48975685,M3,Bacteroidota,17,13.89422429,7,0.304029304,0.401133104,0.014125887,6,0.477941176,65
2,Stenotrophobacter roseus,,Stenotrophobacter roseus,0.3976924,M3,Acidobacteriota,7,5.764981449,6,0.293286219,0.339056225,0.007062006,6,0.476190476,10
19,Planctomycetes bacterium Pla175,,Planctomycetes bacterium Pla175,0.2676352,M1,Planctomycetota,41,34.35764062,7,0.331337325,0.49591222,0.033807505,0,0.676829268,555
18,Pirellula staleyi,,Pirellula staleyi,0.35062286,M1,Planctomycetota,40,33.4502877,7,0.330019881,0.490691337,0.00914245,0,0.707692308,552
175,Conexibacter woesei,,Conexibacter woesei,0.13329893,M1,Actinomycetota,5,4.206046641,9,0.217562254,0.271036527,5.96E-04,8,0.7,7
174,Lysobacter lycopersici,,Lysobacter lycopersici,0.14458007,M2,Pseudomonadota,1,0.786697388,9,0.182217344,0.209306273,0,2,0,0
173,Chroococcidiopsis thermalis,,Chroococcidiopsis thermalis,0.15806556,M5,Cyanobacteriota,7,5.710270703,8,0.262658228,0.346170396,0.035186419,7,0.380952381,8
172,Neorhizobium galegae,,Neorhizobium galegae,0.13887466,M2,Pseudomonadota,15,12.21785033,9,0.200483092,0.300772136,0.028197483,2,0.39047619,41
171,Loriellopsis cavernicola,,Loriellopsis cavernicola,0.12798253,M5,Cyanobacteriota,4,3.34890008,9,0.21309371,0.263241059,1.53E-04,7,0.833333333,5
170,Rhizobium leguminosarum,,Rhizobium leguminosarum,0.15767655,M2,Pseudomonadota,1,0.813227177,10,0.167170191,0.211610729,0,2,0,0
17,Parasegetibacter luojiensis,,Parasegetibacter luojiensis,0.10178955,M2,Bacteroidota,7,5.495348871,9,0.193023256,0.263924747,0.00432366,2,0.619047619,13
169,Aliterella antarctica,,Aliterella antarctica,0.18386953,M5,Cyanobacteriota,3,2.37814194,9,0.208805031,0.252655862,0,7,1,3
168,Labilithrix luteola,,Labilithrix luteola,0.12953855,M7,Myxococcota,2,1.59232533,9,0.220451527,0.282733314,0,9,1,1
167,Planctomycetes bacterium Mal4,,Planctomycetes bacterium Mal4,0.20046706,M1,Planctomycetota,21,17.19749427,8,0.273026316,0.398479633,3.62E-04,0,0.871428571,183
166,Planctomycetes bacterium Pan216,,Planctomycetes bacterium Pan216,0.10114121,M1,Planctomycetota,15,11.91590518,7,0.295373665,0.391092943,0.003203896,0,0.780952381,82
165,Haliangium tepidum,,Haliangium tepidum,0.27437794,M1,Myxococcota,22,17.63201791,7,0.301818182,0.415992542,0.025001868,0,0.575757576,133
164,Acidothermus cellulolyticus,,Acidothermus cellulolyticus,0.14004168,M1,Actinomycetota,8,6.326167583,8,0.259780908,0.346471601,0.006441548,8,0.428571429,12
163,Brevibacillus thermoruber,,Brevibacillus thermoruber,0.14081968,M1,Bacillota,31,25.56839752,7,0.313207547,0.45213712,0.029097201,0,0.670967742,312
162,Herbaspirillum seropedicae,,Herbaspirillum seropedicae,0.20435712,M3,Pseudomonadota,3,2.461259305,6,0.26433121,0.292771084,0.010962727,6,0.333333333,1
161,Oscillatoria acuminata,,Oscillatoria acuminata,0.17920148,M6,Cyanobacteriota,1,0.786963105,2,0.6,0.666666667,0,5,0,0
160,Bacillus sp. 1NLA3E,,Bacillus sp. 1NLA3E,0.14030102,M1,Bacillota,24,19.44607174,7,0.304029304,0.423221457,0.001028048,0,0.898550725,248
16,Anaeromyxobacter sp. K,,Anaeromyxobacter sp. K,0.19113095,M1,Myxococcota,1,0.788462996,9,0.217847769,0.276408013,0,0,0,0
159,Sphaerobacter thermophilus,,Sphaerobacter thermophilus,0.13744831,M7,Thermomicrobiota,1,0.800428927,10,0.181025082,0.214904858,0,9,0,0
158,Caldilinea aerophila,,Caldilinea aerophila,0.21978763,M1,Chloroflexota,19,15.37752342,7,0.304587156,0.409566839,9.51E-04,0,0.777777778,133
157,Planctomycetes bacterium ETA_A1,,Planctomycetes bacterium ETA_A1,0.14639542,M7,Planctomycetota,3,2.381371975,9,0.220744681,0.285745362,0.010962727,9,0.333333333,1
156,Legionella pneumophila,,Legionella pneumophila,0.16532698,M1,Pseudomonadota,8,6.396851599,8,0.260188088,0.345969593,1.80E-05,0,0.928571429,26
155,Georgfuchsia toluolica,,Georgfuchsia toluolica,0.18594423,M1,Pseudomonadota,9,7.230301678,8,0.261829653,0.352495697,7.00E-05,0,0.805555556,29
154,Candidatus Saccharibacteria bacterium oral taxon 957,,Candidatus Saccharibacteria bacterium oral taxon 957,0.10943998,M2,Candidatus Saccharibacteria,4,3.206953824,9,0.192575406,0.251575349,0,2,1,6
153,Blastococcus saxobsidens,,Blastococcus saxobsidens,0.25116733,M2,Actinomycetota,1,0.771441698,8,0.206467662,0.230895009,0,3,0,0
152,Polyangium fumosum,,Polyangium fumosum,0.10723562,M1,Myxococcota,1,0.827709317,8,0.232167832,0.276305221,0,0,0,0
151,Rhodoplanes azumiensis,,Rhodoplanes azumiensis,0.13148357,M4,Pseudomonadota,1,0.798025727,9,0.214747736,0.262652993,0,8,0,0
150,Nitrobacter winogradskyi,,Nitrobacter winogradskyi,0.13018689,M2,Pseudomonadota,6,4.757037342,9,0.191907514,0.256896634,0.004146772,2,0.533333333,8
15,Woeseia oceani,,Woeseia oceani,0.33558136,M1,Pseudomonadota,45,37.46535265,7,0.332,0.503743546,0.019242301,0,0.609090909,603
149,Amaricoccus macauensis,,Amaricoccus macauensis,0.14172736,M3,Pseudomonadota,2,1.599506021,7,0.241630277,0.271313827,0,6,1,1
148,Sphingobium fuliginis,,Sphingobium fuliginis,0.12927921,M10,Pseudomonadota,1,0.778481185,1,1,1,0,1,0,0
147,Flavitalea gansuensis,,Flavitalea gansuensis,0.10308623,M3,Bacteroidota,1,0.779179394,8,0.198090692,0.216293746,0,3,0,0
146,Egibacter rhizosphaerae,,Egibacter rhizosphaerae,0.11229268,M1,Actinomycetota,9,7.185242116,8,0.261006289,0.35078887,0.015819011,8,0.416666667,15
145,Stigmatella aurantiaca,,Stigmatella aurantiaca,0.16532698,M1,Myxococcota,2,1.645724297,9,0.220159151,0.285444158,0,0,1,1
144,Sandaracinus amylolyticus,,Sandaracinus amylolyticus,0.19203863,M1,Myxococcota,23,18.71282065,7,0.302367942,0.417498566,6.39E-04,0,0.881422925,223
143,Rhizobium giardinii,,Rhizobium giardinii,0.3394714,M2,Pseudomonadota,4,3.251664937,8,0.222818792,0.275760184,1.03E-04,2,0.833333333,5
142,Noviherbaspirillum massiliense,,Noviherbaspirillum massiliense,0.21524924,M3,Pseudomonadota,1,0.822259605,7,0.209331652,0.223938612,0,6,0,0
141,Nocardioides alpinus,,Nocardioides alpinus,0.26283747,M2,Actinomycetota,10,8.113248706,9,0.197384067,0.278181775,3.82E-04,2,0.822222222,37
140,Nocardioides cavernae,,Nocardioides cavernae,0.223159,M2,Actinomycetota,4,3.163250446,9,0.18993135,0.244346433,0,2,1,6
14,Steroidobacter denitrificans,,Steroidobacter denitrificans,1.0870087,M1,Pseudomonadota,47,39.59749371,7,0.333333333,0.51026965,0.052163838,0,0.546716004,591
139,Lautropia mirabilis,,Lautropia mirabilis,0.11047732,M2,Pseudomonadota,1,0.776639223,7,0.241630277,0.265375789,0,3,0,0
138,Longimicrobium terrae,,Longimicrobium terrae,0.20228241,M9,Gemmatimonadota,1,0.770096779,9,0.202192448,0.235745362,0,8,0,0
137,Adhaeribacter terreus,,Adhaeribacter terreus,0.21978763,M3,Bacteroidota,10,7.998383462,7,0.298025135,0.377036718,0.001912711,6,0.733333333,33
136,Microvirga brassicacearum,,Microvirga brassicacearum,0.223159,M4,Pseudomonadota,1,0.779421091,10,0.182217344,0.218763148,0,8,0,0
135,Ramlibacter tataouinensis,,Ramlibacter tataouinensis,0.4345182,M3,Pseudomonadota,2,1.585181177,7,0.232492997,0.260556512,0,3,1,1
134,Sphingobium sp. MI1205,,Sphingobium sp. MI1205,0.12668584,M2,Pseudomonadota,2,1.566130102,9,0.189714286,0.239326353,0,2,1,1
133,Burkholderiales bacterium GJ-E10,,Burkholderiales bacterium GJ-E10,0.19904071,M1,Pseudomonadota,30,24.21620387,7,0.310280374,0.445611015,0.001968778,0,0.790804598,344
132,Nitrospira defluvii,,Nitrospira defluvii,0.11307069,M3,Nitrospirota,3,2.38505137,6,0.26433121,0.292771084,0,6,1,3
131,Sinorhizobium sp. RAC02,,Sinorhizobium sp. RAC02,0.1505448,M2,Pseudomonadota,1,0.820713699,10,0.167170191,0.211610729,0,2,0,0
130,Bacillus sp. S3,,Bacillus sp. S3,0.31275973,M1,Bacillota,38,31.04738122,7,0.322330097,0.475631096,0.005735594,0,0.687055477,483
13,Povalibacter uvarum,,Povalibacter uvarum,0.83208096,M1,Pseudomonadota,44,36.99474359,7,0.334004024,0.504747562,0.01691109,0,0.652219873,617
129,Neobacillus niacini,,Neobacillus niacini,0.17686746,M1,Bacillota,36,29.92434627,7,0.322957198,0.47211704,0.00500522,0,0.768253968,484
128,Streptomyces scabiei,,Streptomyces scabiei,0.31755745,M2,Actinomycetota,5,3.97097367,9,0.19124424,0.251876554,0,2,1,10
127,Baekduia soli,,Baekduia soli,0.42258874,M1,Actinomycetota,4,3.374890149,9,0.214193548,0.260895965,0,8,1,6
126,Solirubrobacter ginsenosidimutans,,Solirubrobacter ginsenosidimutans,0.20306043,M1,Actinomycetota,5,4.250841022,8,0.230555556,0.273658921,0.00304592,8,0.7,7
125,Steroidobacter agariperforans,,Steroidobacter agariperforans,0.31003672,M1,Pseudomonadota,37,31.2966336,7,0.322330097,0.473623064,0.002916204,0,0.755255255,503
124,Microlunatus sp. KUDC0627,,Microlunatus sp. KUDC0627,0.18620355,M4,Actinomycetota,4,3.203948498,8,0.254601227,0.325889271,3.12E-05,8,0.666666667,4
123,Gemmatimonas phototrophica,,Gemmatimonas phototrophica,0.1917793,M1,Gemmatimonadota,22,17.65496385,7,0.302367942,0.416193345,0.002633739,0,0.835497835,193
122,Cohnella abietis,,Cohnella abietis,0.12072111,M1,Bacillota,39,32.37351811,6,0.363238512,0.498694779,0.122749923,0,0.627530364,465
121,Pedobacter mongoliensis,,Pedobacter mongoliensis,0.15080413,M3,Bacteroidota,2,1.59463954,8,0.222818792,0.271557659,0.018204194,3,0,0
120,Microvirga ossetica,,Microvirga ossetica,0.8397314,M2,Pseudomonadota,8,6.494107783,7,0.254601227,0.305235227,0.002133382,3,0.678571429,19
12,Nitrospira moscoviensis,,Nitrospira moscoviensis,0.1803685,M3,Nitrospirota,7,5.579082906,7,0.288695652,0.35836202,2.18E-05,6,0.952380952,20
119,Microvirga zambiensis,,Microvirga zambiensis,0.25531673,M2,Pseudomonadota,5,4.090499818,7,0.245925926,0.282243259,0,3,1,10
118,Roseisolibacter agri,,Roseisolibacter agri,0.23547748,M1,Gemmatimonadota,2,1.65223521,9,0.220451527,0.28122729,0,8,1,1
117,Gemmatirosa kalamazoonesis,,Gemmatirosa kalamazoonesis,0.6156647,M1,Gemmatimonadota,14,11.401829,8,0.270358306,0.378700516,0.012975222,8,0.450549451,41
116,Methyloceanibacter caenitepidi,,Methyloceanibacter caenitepidi,0.2668572,M1,Pseudomonadota,26,21.03997719,8,0.278056951,0.41956397,0.00841877,0,0.593846154,193
115,Planctomycetes bacterium ETA_A8,,Planctomycetes bacterium ETA_A8,0.4801614,M1,Planctomycetota,39,32.44618648,7,0.325490196,0.4821572,0.013104014,0,0.654520918,485
114,Roseimicrobium gellanilyticum,,Roseimicrobium gellanilyticum,0.11540472,M1,Verrucomicrobiota,1,0.770850897,8,0.244837758,0.301190476,0,0,0,0
113,Limisphaera ngatamarikiensis,,Limisphaera ngatamarikiensis,0.37603784,M1,Verrucomicrobiota,40,33.43491596,7,0.323586745,0.482860011,0.027408165,0,0.598717949,467
112,Thermomonas sp. SY21,,Thermomonas sp. SY21,0.17168072,M2,Pseudomonadota,8,6.347353935,9,0.197149644,0.273161694,3.19E-04,2,0.785714286,22
111,Lysobacter caseinilyticus,,Lysobacter caseinilyticus,0.3692951,M2,Pseudomonadota,6,4.799619675,8,0.222520107,0.278772232,0.010962727,2,0.666666667,10
110,Devosia ginsengisoli,,Devosia ginsengisoli,0.14950745,M2,Pseudomonadota,12,9.549776077,9,0.198564593,0.287217919,5.51E-04,2,0.818181818,54
11,Nitrospira japonica,,Nitrospira japonica,1.6230571,M3,Nitrospirota,18,14.90437692,6,0.342268041,0.427008032,0.046518144,6,0.464052288,71
109,Daejeonella oryzae,,Daejeonella oryzae,0.1305759,M3,Cyanobacteriota,8,6.423447847,7,0.289198606,0.351965003,0.02931477,6,0.535714286,15
108,Rubrobacter xylanophilus,,Rubrobacter xylanophilus,0.23262478,M4,Actinomycetota,15,12.37414831,8,0.273026316,0.385929432,0.030469842,8,0.361904762,38
107,Rubrobacter radiotolerans,,Rubrobacter radiotolerans,0.5007787,M1,Actinomycetota,25,20.39417863,8,0.277591973,0.416049914,0.036970751,8,0.5,150
