,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode93,barcode95,barcode96
10,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter ginsenosidimutans,490573,0.002245084340048,0.001824322005202,0.0039766792124733,0.002223905326885,0.0015493323939582,0.0024178873120134,0.0029635769422033,0.0021220717596243,0.0024343043060714,0.0028703020670867,0.0023726996979956,0.0019066373020824,0.0011254735912587,,0.0018656713135694,0.0017347746875866,0.0015235672873764,0.0015759207174652,0.0021819556802008,0.0011363894211212,0.0030186344234749,0.001396526262681,0.001716087867978,0.0027786396638494,0.002370888019048,0.0022815836470374,0.0020678352257926,0.0019615551743298,0.0027700410923196,0.0030924826865635,0.0017191625614471,,0.0021963436153996,0.0013326480820712,0.0028227203976188,0.0019995336755997,0.0021664331137188,0.0024741428848788,0.0013622724343512,0.0019137238663257,0.0024340995223847,,0.0014102880211561,0.0017036730460279,0.0030827629000641,0.0020551116545114,0.0025729169825848,0.0015543579945583,0.0040024000242383,0.003033619421818,0.0030270347489793,0.0012979111357415,0.002368024013166,0.0020231653235249,0.0012650588797246,0.0020787665552722,0.0040160072065712,0.0020519086071352,0.0019694724679153,0.0013799810887699,0.0029420161832862,0.0027881469358703,0.0026012269185426,0.0041964949110375,0.0016325054054094,,0.0026731122292865,0.0020822802168004,0.001297514980361,0.0016477837220277,0.0019691025370231,0.0025531245472613,0.0018606919357137,0.0030546246185981,0.0035347423824993,0.0030203428594469,0.002050258747179,0.0025590982321404,,0.0020492862055895,,0.0041860427072278,
11,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas sacheonensis,443615,0.0017096481580088,0.0007929399848404,,0.0009802605818189,,,,0.0008548296822148,,0.0019122315932096,,,,,,0.0009996527540646,0.0012826771575074,,0.0021356708670507,,,,0.0005165715403387,,,,,0.0013227797438348,0.0015143883486317,0.0004935650708129,0.0011612100045936,,,,0.0017678832013555,0.0008074382241875,0.0017906336805525,,,0.0012080562271823,,0.0010167256532373,,,,,,,,,,0.0008663322049342,,,0.0015172677949952,0.0008412347919919,,,0.0008806130421312,,,,,,0.0007011944436657,,,0.0024242820134493,,,,,,,,,,,,,,,
12,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces scabiei,1930,0.0099611766793582,0.0017102962949491,,0.0019763989717081,,0.0011424593288125,,0.0033797084944319,,0.0022461630668654,,,0.0017293484670262,0.0083775439068464,,0.002799609384094,0.0034520169641962,0.0019458802065856,0.0028172230673208,0.0037826246984544,0.001787203622066,0.0027602019555857,0.0016249547760066,0.0031254069506232,0.0054009469254958,0.0078270754626853,,0.0036253184397608,0.0039201188145821,0.0009870339334494,0.0044748147577015,,0.004313725490196,0.005759455272845,0.0037244617540497,0.0017072477401205,0.0028088537177039,0.0034081731724551,0.0023428746052765,0.0028605338709328,,0.0028826732353208,0.0045026707536337,0.003405124712609,,0.002908413324746,,,,0.0022002981049045,0.0041888803753364,0.005063027716815,,0.002098678288815,0.0035035329729539,0.0027247882930422,,,0.003247575208113,,0.0105420452730479,,0.0020680090133508,,0.0021308627093054,,0.0028676350086716,0.005549465022615,0.001437435880376,0.0016867967706267,0.0011963592014076,0.0020271119314218,0.0024261138067906,0.0010462733319141,0.0084825636192267,0.0016091528984482,0.0022557934547,0.0016518686765075,,0.0013873953552926,,,
13,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira briensis,35799,0.0053844344960392,0.0057407922114027,0.0059541685736093,0.0041614517391906,0.0053104656794451,0.0042012058443732,0.0036493706723518,0.0050924719770989,0.0068143712132021,0.0055828750211192,0.0037218633294778,0.0055474503439519,0.002580149165865,0.0031228979245098,0.0033617577698557,0.0055856929322146,0.0049144587663293,0.0060712782498365,0.003244949794406,0.0043854149482531,0.0073492019665504,0.0073992803615041,0.0047587571422627,0.0058485098218097,0.0140484491376547,0.0059482565586423,0.00331340994696,0.0046574556543868,0.0048893166605116,0.0042581892662845,0.0104788576379583,0.0040411674142454,0.006409956809435,0.0099782380845657,0.0044901286959668,0.0098488780099117,0.0037919751020089,0.0098608873876864,0.0066119207867635,0.0230952317796093,0.0058365822442138,0.0024355592352899,0.0052218036924709,0.0028231143766672,0.0041710922205046,0.0092264919203577,0.0021259311257009,0.0031482728006821,0.006029586160704,0.0048392533486333,0.0025436466114489,0.0180978795957974,0.0035227417075489,0.0076528956444166,0.0099537481646304,0.0031196160610324,0.0080217741780278,0.0054157490233724,0.0068663414839909,0.0084153429991292,0.0127146825373405,0.0070525584335879,0.0043697311486343,0.0054852060298461,0.0032668920449321,0.0068798276077008,0.0036373062199204,0.0064730877695693,0.0050164887137225,0.0098302879360642,0.0037889107831873,0.0031286770292123,0.0040796666996491,0.0038365470878474,0.0147051888412463,0.0029709906610327,0.0082756964691962,0.006411026399382,0.0236581636674687,0.0050942241208626,,,
14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium trifolii,300193,0.0043123334840684,0.001691196827864,,0.0014354267151057,,0.0005661980611302,,0.0015160005614938,,,,,,,,0.0014430492862286,,,0.0019231490572071,,,,0.0011322865270459,,0.0019484903469696,0.002696753719618,,0.0018205241427228,0.0009958987166585,,0.0015524964260317,,,,0.0014736454818688,,0.0034643121461523,,,0.0022988847970693,,,,,,,,,,,,0.0025649301643742,,,,0.0013099945408005,,0.0013478967522715,0.0009572000117659,,,,0.0007120525311198,,0.0009647332640097,,,0.0036722106457308,0.0008975223613373,,,,,0.0009165833662966,,,,,,,,,
15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicacearum,930166,0.0048476719279015,,,,,,,0.0009012392039053,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020802537073057,,,,,,,,0.0069411197870231,,,,,,,,,,0.0012574316277862,0.002438544581714,,,0.0013821434510244,,,,,,,,,0.0007324056195485,,,,,,,,,,,,,,,,,,
16,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,294,0.0064950402496734,,,,,0.0005954293922311,,,,0.0049085037884037,,,,0.0058929727734906,,,,,,0.000752698438547,,,0.0016250914113932,,,0.0021887368484327,,,0.0017387402546414,,,,,0.004822441136544,,0.0024496210168462,,,,0.0022131741184137,,0.0097002431941226,0.0021391578817246,0.0022133310632206,,,,,,,0.0021896420411271,0.0020873995627637,0.00447991796173,,,0.0014895974651038,0.0035279025016041,,0.0007033863487881,,,,,,,,,,0.0012311882717093,,,,,,,,,0.0029535782827744,,,,,
17,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas frederiksbergensis,104087,0.0025304557077317,,,,,,,,,,,,,0.0028303657811609,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024185043560316,,,,,,,,,,,0.001593232567536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Steroidobacter,Steroidobacter denitrificans,465721,0.0124818586148581,0.0116925091996953,0.0194904191179693,0.016032723026082,0.0158322241979628,0.0127494052093299,0.0163380966701244,0.0109971006318211,0.0135008569901342,0.0106238906763188,0.0147199726921268,0.0158869877011244,0.0150093946628902,0.016693628175657,0.0132714926158448,0.0155846174238559,0.0131885668585168,0.0127746045641099,0.0148309425801588,0.0111279064805308,0.0113819675939081,0.0160373627189239,0.0169960683486425,0.0155175463765515,0.009620283993071,0.0117113536146562,0.0120225917359139,0.0107644863554598,0.0141247962185634,0.0127820819715043,0.0097316963997846,0.0065279984545375,0.0095313877841447,0.0079298300151381,0.0149128624764609,0.0116566361865504,0.0108137379046888,0.0105019459085154,0.0165105398163784,0.0058072311897289,0.0142257395412228,0.0076267546409784,0.0112418975939138,0.0094618852048902,0.0097331844507094,0.0140449364394081,0.0125439549270854,0.0136131250830805,0.0173313323429569,0.0123813576013714,0.0176219536346723,0.0063363581307406,0.0113169237052934,0.0128428089899503,0.0100046948848725,0.0132376104529877,0.015842765573754,0.0114363146412254,0.0109724322005672,0.0104812098231674,0.0163926787937499,0.0114553555330344,0.0141631170622817,0.0151551313128582,0.0133597315112121,0.0142952083404647,0.014073851539433,0.0119472414297541,0.0152468234080703,0.0140634209827837,0.0105066883826312,0.0150627394795746,0.0117871360702854,0.0126935040143551,0.0072330519701725,0.015519797490917,0.014088968972989,0.0118147292558179,0.023168687458498,0.0130869579666122,,0.0016146900459546,
19,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Povalibacter,Povalibacter uvarum,732238,0.0083485847847652,0.0071845083748103,0.0124625400846225,0.0125885387587804,0.0122446357486766,0.0108397160893613,0.0096336423403911,0.0081958983094308,0.0091564897862826,0.0081844825157943,0.0103408736397802,0.0123674776394822,0.0130855435494104,0.012686594122766,0.0124241683715043,0.0106310399926267,0.0113095492178202,0.0095023744999039,0.0106885002642572,0.0092130514473881,0.0103589958981531,0.0093164118327956,0.0134170725969206,0.010550133433443,0.0070421446689752,0.0083485918060836,0.0073596764286306,0.0062273863076753,0.010600008951328,0.0111438170377479,0.0069965042210223,0.0042998184672466,0.0098254149977124,0.0050522690733723,0.010523927357254,0.0072824192160653,0.0094404351566299,0.0073744026253876,0.0123184659322968,0.0053283361576927,0.0110351889400813,0.0048615865423619,0.006987076829273,0.0078974469796535,0.0070493353413213,0.008065729503499,0.0106041245074882,0.0105211921897434,0.0155558420887456,0.0093650420239929,0.0099687219543586,0.0050468377962483,0.010469020603051,0.0099812575606594,0.0072382106500785,0.0095808729370394,0.0140748743210127,0.0092361326054171,0.0084011422091925,0.0076914587083907,0.0073586767711302,0.0099837807097463,0.0117787881835032,0.0116375597637839,0.009513058585406,0.0094715740409443,0.0091196273117627,0.0083824382172869,0.0109153102662697,0.009061704650185,0.0077281933607291,0.0101966927635428,0.0102992002080564,0.0093029554243019,0.0064112615403096,0.0128664120440684,0.010700625171462,0.0099713273983227,0.0115028453348712,0.0099693280578398,,0.0021185430801048,
20,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sulfonivorans,121292,0.008770300774892,0.0100452258912721,0.0104863314197557,0.0064683611149008,0.0069117266802253,0.0060499482662859,0.0079522817754153,0.0081365237921488,0.0060162425105737,0.0062325663884456,0.0121979468922461,0.008329202179714,0.00430343684272,0.0101092693703755,0.0071640144603019,0.0066268208603854,0.006099326914939,0.0072094799551224,0.0057886226042055,0.007763993194128,0.0076351611082138,0.0068313412572026,0.007096972968776,0.0095500909981301,0.0104421748987134,0.0103550234930033,0.0086026628595561,0.0079987466923363,0.005858730714173,0.0054739782868696,0.0129636877242346,0.00704378450726,0.0110021893128742,0.0075321010463019,0.0093873660344341,0.0049861261929141,0.009233941287677,0.0109969333608318,0.0099524013519994,0.0094324054366721,0.0093724297602819,0.0057869621176003,0.0050196217194534,0.0091598683819786,0.008265635702555,0.0096767331784529,0.0054373572186383,0.0051155776060095,0.0090013185134268,0.0047415212014336,0.0076866988850965,0.0132393252423007,0.0069355404127083,0.0090637558771796,0.0080815981266619,0.0055865810525317,0.012940625912073,0.0063369442791158,0.008312028445337,0.003965436084922,0.0112061708844502,0.0089008591101299,0.0070998116203615,0.0130789325360355,0.0061362549848451,0.0083151163033093,0.0057713846337826,0.0114842066717053,0.0050852110901349,0.0054567808203061,0.0066326478950113,0.0048524217752092,0.0058387686492929,0.0048662626506488,0.0141848080545346,0.0061826611589432,0.0056420290703071,0.006769466132386,0.0426828165861885,0.0046870343947195,,0.0022538743784247,
