ID,Label,Interval,Taxa,RelativeAbundance,Module,Phylum,WeightedDegree,ClusteringCoefficient,NumberTriangles,Modularity,Eccentricity,ClosenessCentrality,HarmonicClosenessCentrality,BetweennessCentrality,Degree
72,Agrobacterium tumefaciens,,Agrobacterium tumefaciens,0.5946856,M3,Pseudomonadota,6,4.46853137,6,0.265079365,0.311676647,0.011337999,2,0.6,9
71,Chthoniobacter flavus,,Chthoniobacter flavus,0.3965,M2,Verrucomicrobiota,21,15.95862919,5,0.405339806,0.471756487,0.014115935,0,0.538095238,113
70,Litorilinea aerophila,,Litorilinea aerophila,0.3080599,M2,Chloroflexota,42,31.83056408,6,0.478510029,0.576047904,0.037249929,0,0.478513357,412
7,Variovorax paradoxus,,Variovorax paradoxus,0.39032078,M3,Pseudomonadota,4,3.011786044,6,0.254185693,0.293512974,0.005595477,2,0.666666667,4
69,Nitrosospira lacus,,Nitrosospira lacus,0.21002913,M6,Pseudomonadota,4,3.204570651,1,1,1,0,8,1,6
68,Paenibacillus prosopidis,,Paenibacillus prosopidis,0.24845617,M1,Bacillota,24,18.28116256,7,0.36622807,0.464128885,4.24E-04,1,0.768115942,212
67,Paenibacillus castaneae,,Paenibacillus castaneae,0.26171574,M1,Bacillota,19,14.85754061,7,0.354564756,0.440875392,1.16E-04,1,0.871345029,149
66,Paenibacillus sp. JDR-2,,Paenibacillus sp. JDR-2,0.29808304,M1,Bacillota,18,14.11922306,7,0.352320675,0.435885372,8.43E-05,1,0.895424837,137
65,Microvirga subterranea,,Microvirga subterranea,0.36425218,M2,Pseudomonadota,22,17.20281512,5,0.440633245,0.502195609,0.008125791,0,0.554112554,128
64,Nitrosospira briensis,,Nitrosospira briensis,0.6454711,M6,Pseudomonadota,4,3.341546178,1,1,1,0,8,1,6
63,Leptolyngbya sp. O-77,,Leptolyngbya sp. O-77,0.8760976,M5,Cyanobacteriota,3,2.463577747,2,0.666666667,0.75,0,7,1,3
62,Planctomycetes bacterium Pan153,,Planctomycetes bacterium Pan153,0.11862816,M1,Planctomycetota,5,3.659334898,7,0.337373737,0.389478186,0,1,1,10
61,Terrimonas suqianensis,,Terrimonas suqianensis,0.13671525,M2,Bacteroidota,15,11.19715154,6,0.396674584,0.456986028,0.001640795,0,0.628571429,66
60,Fimbriimonas ginsengisoli,,Fimbriimonas ginsengisoli,0.18563409,M2,Armatimonadota,3,2.249864161,7,0.32938856,0.364727687,0,0,1,3
6,Luteitalea pratensis,,Luteitalea pratensis,1.9958239,M1,Acidobacteriota,53,41.03920656,6,0.475783476,0.6,0.016492374,9,0.48838897,673
59,Oscillatoria nigro-viridis,,Oscillatoria nigro-viridis,2.0825903,M5,Cyanobacteriota,1,0.7399894,3,0.461538462,0.527777778,0,7,0,0
58,Lacibacter cauensis,,Lacibacter cauensis,0.12725332,M2,Bacteroidota,1,0.728114009,5,0.284982935,0.30489022,0,0,0,0
57,Niastella koreensis,,Niastella koreensis,0.14482549,M9,Bacteroidota,2,1.705368102,1,1,1,0,4,1,1
56,Niastella vici,,Niastella vici,0.1894961,M9,Bacteroidota,2,1.6665259,1,1,1,0,4,1,1
55,Sphingomonas sp. AE3,,Sphingomonas sp. AE3,0.35002708,M2,Pseudomonadota,19,14.32350385,4,0.403381643,0.465568862,0.018021589,2,0.485380117,83
54,Sphingomonas lutea,,Sphingomonas lutea,0.16934927,M3,Pseudomonadota,18,13.57486957,5,0.36622807,0.431536926,0.018105183,2,0.483660131,74
53,Sphingomonas sediminicola,,Sphingomonas sediminicola,0.43132246,M3,Pseudomonadota,17,12.94151598,5,0.336693548,0.402994012,0.005548231,2,0.551470588,75
52,Sphingomonas daechungensis,,Sphingomonas daechungensis,0.41838473,M3,Pseudomonadota,22,16.76173693,5,0.367032967,0.444211577,0.025194915,2,0.441558442,102
51,Skermanella mucosa,,Skermanella mucosa,0.18531226,M2,Myxococcota,16,12.3350203,6,0.42278481,0.476247505,0.003761361,0,0.608333333,73
50,Skermanella rosea,,Skermanella rosea,0.7075208,M2,Myxococcota,27,20.88423884,5,0.453804348,0.523153693,0.029417193,0,0.433048433,152
5,Aridibacter nitratireducens,,Aridibacter nitratireducens,0.21788189,M2,Acidobacteriota,5,3.880659223,5,0.325536062,0.358083832,0.003254699,0,0.6,6
49,Metabacillus litoralis,,Metabacillus litoralis,0.2196198,M1,Bacillota,32,24.7980141,7,0.37360179,0.489078985,0.003967193,1,0.633064516,314
48,Rubrivivax gelatinosus,,Rubrivivax gelatinosus,0.36470276,M7,Pseudomonadota,1,0.812659919,3,0.5,0.611111111,0,5,0,0
47,Methylibium petroleiphilum,,Methylibium petroleiphilum,0.18029164,M8,Pseudomonadota,1,0.732917011,2,0.666666667,0.75,0,3,0,0
46,Rhizobacter gummiphilus,,Rhizobacter gummiphilus,0.5121029,M8,Pseudomonadota,2,1.511990011,1,1,1,5.13E-05,3,0,0
45,Bacillus oryzisoli,,Bacillus oryzisoli,0.33239058,M1,Bacillota,51,40.60417056,7,0.450134771,0.583789564,0.007561332,1,0.549019608,700
44,Ohtaekwangia kribbensis,,Ohtaekwangia kribbensis,0.23680575,M2,Bacteroidota,4,3.148773193,7,0.326171875,0.373011121,0,0,1,6
43,Flavitalea populi,,Flavitalea populi,0.11598912,M2,Bacteroidota,3,2.298281014,5,0.297682709,0.325748503,0,0,1,3
42,Flavitalea flava,,Flavitalea flava,0.13311072,M2,Bacteroidota,11,8.291747808,5,0.33805668,0.38992016,0.015797732,0,0.327272727,18
41,Paraflavitalea soli,,Paraflavitalea soli,0.21498539,M2,Bacteroidota,7,5.391509056,6,0.362255965,0.404590818,4.00E-04,0,0.619047619,13
40,Flavisolibacter tropicus,,Flavisolibacter tropicus,0.19992353,M2,Bacteroidota,17,13.01257288,5,0.397619048,0.455788423,0.00906343,0,0.602941176,82
4,Stenotrophobacter terrae,,Stenotrophobacter terrae,0.6720546,M2,Acidobacteriota,32,24.43496281,5,0.48265896,0.55508982,0.03236202,0,0.451612903,224
39,Flavisolibacter ginsengiterrae,,Flavisolibacter ginsengiterrae,0.12615909,M2,Bacteroidota,1,0.721194029,6,0.253030303,0.273153693,0,0,0,0
38,Flavisolibacter ginsenosidimutans,,Flavisolibacter ginsenosidimutans,0.32363668,M2,Bacteroidota,17,12.98715967,4,0.397619048,0.455588822,0.040653974,0,0.345588235,47
37,Arthrobacter pascens,,Arthrobacter pascens,0.17372622,M3,Acidobacteriota,18,14.37546468,6,0.300359712,0.376946108,0.002387696,2,0.679738562,104
36,Arthrobacter sp. 24S4-2,,Arthrobacter sp. 24S4-2,0.16168961,M3,Acidobacteriota,14,11.18506074,5,0.32177264,0.383033932,8.35E-04,2,0.868131868,79
35,Arthrobacter sp. FB24,,Arthrobacter sp. FB24,0.15061851,M3,Acidobacteriota,18,14.00023377,5,0.323017408,0.393013972,7.92E-04,2,0.732026144,112
34,Arthrobacter sp. KBS0702,,Arthrobacter sp. KBS0702,0.42166743,M2,Acidobacteriota,27,20.93328583,5,0.387470998,0.471756487,0.022541326,2,0.512820513,180
33,Arthrobacter alpinus,,Arthrobacter alpinus,0.16214018,M2,Acidobacteriota,23,17.0778693,5,0.418546366,0.487225549,0.024380939,0,0.490118577,124
32,Arthrobacter sp. QXT-31,,Arthrobacter sp. QXT-31,0.7236125,M3,Acidobacteriota,27,21.73793536,5,0.384792627,0.469760479,0.027291525,2,0.472934473,166
31,Arthrobacter sp. U41,,Arthrobacter sp. U41,0.17076534,M2,Acidobacteriota,1,0.720272481,6,0.324271845,0.346207585,0,0,0,0
30,Arthrobacter sp. ZXY-2,,Arthrobacter sp. ZXY-2,0.15029667,M3,Acidobacteriota,17,12.839167,6,0.303636364,0.377245509,0.001369924,2,0.691176471,94
3,Stenotrophobacter namibiensis,,Stenotrophobacter namibiensis,0.23648392,M2,Acidobacteriota,24,18.53364927,5,0.441798942,0.507684631,0.02099247,0,0.485507246,134
29,Arthrobacter sp. UKPF54-2,,Arthrobacter sp. UKPF54-2,0.30690128,M3,Acidobacteriota,20,15.99092221,5,0.356076759,0.429241517,0.004064982,2,0.668421053,127
28,Arthrobacter sp. YN,,Arthrobacter sp. YN,0.29994968,M3,Acidobacteriota,25,19.45564693,5,0.336016097,0.423453094,0.021322531,2,0.543333333,163
27,Pseudarthrobacter sp. NIBRBAC000502771,,Pseudarthrobacter sp. NIBRBAC000502771,0.2543779,M3,Actinomycetota,17,13.53408569,5,0.336693548,0.402794411,0.001624759,2,0.727941176,99
26,Pseudarthrobacter sp. NIBRBAC000502772,,Pseudarthrobacter sp. NIBRBAC000502772,0.415102,M2,Actinomycetota,16,12.10823452,4,0.404358354,0.457085828,0.02120712,2,0.566666667,68
25,Pseudarthrobacter phenanthrenivorans,,Pseudarthrobacter phenanthrenivorans,0.10363068,M3,Actinomycetota,19,14.84015882,6,0.300359712,0.379441118,0.001058453,2,0.67251462,115
24,Arthrobacter sp. PGP41,,Arthrobacter sp. PGP41,0.4160675,M3,Acidobacteriota,21,16.87029809,6,0.307550645,0.390718563,0.006315878,2,0.59047619,124
23,Arthrobacter sp. Rue61a,,Arthrobacter sp. Rue61a,0.14971736,M3,Acidobacteriota,16,12.70152402,5,0.336016097,0.400798403,7.51E-04,2,0.816666667,98
22,Pseudarthrobacter sulfonivorans,,Pseudarthrobacter sulfonivorans,0.7306928,M2,Actinomycetota,24,18.50798106,5,0.383908046,0.461776447,0.015222011,2,0.550724638,152
21,Ohtaekwangia koreensis,,Ohtaekwangia koreensis,0.27960974,M2,Bacteroidota,37,28.50161546,6,0.442970822,0.543812375,0.014705896,0,0.513513514,342
20,Chryseolinea soli,,Chryseolinea soli,1.5551682,M1,Bacteroidota,46,35.70063818,7,0.434895833,0.562731679,0.010939892,1,0.489855072,507
2,Stenotrophobacter roseus,,Stenotrophobacter roseus,0.36798546,M2,Acidobacteriota,26,19.96011877,5,0.465181058,0.530139721,0.016495017,0,0.495384615,161
199,Conexibacter woesei,,Conexibacter woesei,0.122876376,M1,Actinomycetota,11,8.363449693,7,0.332669323,0.396564015,2.50E-05,9,0.945454545,52
198,Sorangium cellulosum,,Sorangium cellulosum,0.17797443,M1,Myxococcota,15,11.05111229,7,0.378684807,0.449857428,1.65E-04,1,0.80952381,85
197,Pseudomonas brassicacearum,,Pseudomonas brassicacearum,0.10646282,M10,Pseudomonadota,1,0.818849206,1,1,1,0,10,0,0
196,Pseudomonas fluorescens,,Pseudomonas fluorescens,0.22032784,M10,Pseudomonadota,1,0.818849206,1,1,1,0,10,0,0
195,Chroococcidiopsis thermalis,,Chroococcidiopsis thermalis,0.17585032,M4,Cyanobacteriota,6,4.884412229,1,1,1,0,6,1,15
194,Rhizobacter dauci,,Rhizobacter dauci,0.14598408,M8,Pseudomonadota,1,0.779073,2,0.666666667,0.75,0,3,0,0
193,Loriellopsis cavernicola,,Loriellopsis cavernicola,0.14302321,M4,Cyanobacteriota,6,5.304626822,1,1,1,0,6,1,15
192,Halomicronema hongdechloris,,Halomicronema hongdechloris,0.10820073,M5,Cyanobacteriota,3,2.393048525,2,0.666666667,0.75,0,7,1,3
191,Rhizobium leguminosarum,,Rhizobium leguminosarum,0.119722396,M3,Pseudomonadota,1,0.72194761,8,0.174139729,0.189157399,0,2,0,0
190,Cylindrospermum stagnale,,Cylindrospermum stagnale,0.13124406,M4,Cyanobacteriota,6,5.070001364,1,1,1,0,6,1,15
19,Chryseolinea serpens,,Chryseolinea serpens,0.48204356,M2,Bacteroidota,24,18.61206603,6,0.421717172,0.498902196,0.005687307,0,0.56884058,157
189,Aliterella antarctica,,Aliterella antarctica,0.23287937,M4,Cyanobacteriota,6,4.937386751,1,1,1,0,6,1,15
188,Labilithrix luteola,,Labilithrix luteola,0.13240267,M2,Myxococcota,4,2.948231161,7,0.351578947,0.393071001,0,0,1,6
187,Pseudorhodoplanes sinuspersici,,Pseudorhodoplanes sinuspersici,0.10015487,M1,Pseudomonadota,1,0.756178617,8,0.289930556,0.323360422,0,1,0,0
186,Planctomycetes bacterium Mal4,,Planctomycetes bacterium Mal4,0.2013396,M1,Planctomycetota,13,9.705916882,7,0.379545455,0.445665811,5.92E-05,1,0.897435897,70
185,Planctomyces sp. SH-PL14,,Planctomyces sp. SH-PL14,0.23281501,M2,Planctomycetota,6,4.352842093,6,0.385681293,0.419860279,3.58E-04,0,0.666666667,10
184,Haliangium tepidum,,Haliangium tepidum,0.27330178,M1,Myxococcota,35,27.34653497,7,0.432642487,0.536384374,0.001817366,1,0.731092437,435
183,Acidothermus cellulolyticus,,Acidothermus cellulolyticus,0.12519358,M1,Actinomycetota,11,8.435899079,7,0.333333333,0.397063017,2.95E-05,9,0.909090909,50
182,Brevibacillus thermoruber,,Brevibacillus thermoruber,0.14122094,M1,Bacillota,17,12.55227226,7,0.36784141,0.445765612,3.52E-04,9,0.742647059,101
181,Herbaspirillum seropedicae,,Herbaspirillum seropedicae,0.18595591,M2,Pseudomonadota,4,2.908049226,7,0.334,0.372711719,2.84E-05,0,0.666666667,4
180,Oscillatoria acuminata,,Oscillatoria acuminata,0.2695685,M5,Cyanobacteriota,1,0.710291922,3,0.5,0.555555556,0,7,0,0
18,Planctomycetes bacterium Pla175,,Planctomycetes bacterium Pla175,0.27935228,M1,Planctomycetota,56,44.1826424,6,0.477142857,0.60748503,0.019051455,1,0.5,770
179,Bacillus sp. 1NLA3E,,Bacillus sp. 1NLA3E,0.1525495,M1,Bacillota,35,26.79544622,7,0.397619048,0.511733676,0.001516805,1,0.685714286,408
178,Sphaerobacter thermophilus,,Sphaerobacter thermophilus,0.12751079,M1,Thermomicrobiota,3,2.234917521,7,0.306985294,0.346364414,0,9,1,3
177,Caldilinea aerophila,,Caldilinea aerophila,0.2209715,M2,Chloroflexota,34,25.70941514,6,0.421717172,0.522255489,0.007225358,1,0.557932264,313
176,Planctomycetes bacterium ETA_A1,,Planctomycetes bacterium ETA_A1,0.14785072,M1,Planctomycetota,2,1.428773582,7,0.316888046,0.359737668,0,9,1,1
175,Legionella pneumophila,,Legionella pneumophila,0.1900754,M2,Pseudomonadota,3,2.171564221,7,0.335341365,0.372212717,0,0,1,3
174,Georgfuchsia toluolica,,Georgfuchsia toluolica,0.17514229,M1,Pseudomonadota,25,18.96358699,7,0.37360179,0.474607927,2.97E-04,1,0.846666667,254
173,Candidatus Saccharibacteria bacterium oral taxon 957,,Candidatus Saccharibacteria bacterium oral taxon 957,0.14881623,M3,Candidatus Saccharibacteria,2,1.510160029,6,0.247407407,0.275449102,0,2,1,1
172,Blastococcus saxobsidens,,Blastococcus saxobsidens,0.24343555,M3,Actinomycetota,9,6.609664261,5,0.391100703,0.433832335,0.018803577,2,0.416666667,15
171,Polyangium fumosum,,Polyangium fumosum,0.1393543,M1,Myxococcota,11,8.047503889,7,0.347193347,0.414927288,6.00E-05,1,0.781818182,43
170,Trichocoleus desertorum,,Trichocoleus desertorum,0.17707328,M5,Cyanobacteriota,1,0.745180309,3,0.5,0.555555556,0,7,0,0
17,Pirellula staleyi,,Pirellula staleyi,0.3305883,M2,Planctomycetota,52,40.30336881,6,0.501501502,0.610978044,0.054911179,0,0.432880845,574
169,Rhodoplanes azumiensis,,Rhodoplanes azumiensis,0.122103974,M1,Pseudomonadota,3,2.201127827,7,0.326810176,0.375506131,0,9,1,3
168,Nitrobacter winogradskyi,,Nitrobacter winogradskyi,0.10588352,M6,Pseudomonadota,4,3.215267539,1,1,1,0,8,1,6
167,Bdellovibrio bacteriovorus,,Bdellovibrio bacteriovorus,0.14006233,M2,Bdellovibrionota,16,11.72312438,6,0.4175,0.475249501,0.001989024,0,0.683333333,82
166,Amaricoccus macauensis,,Amaricoccus macauensis,0.14302321,M2,Pseudomonadota,10,7.351202607,5,0.416458853,0.456786427,0.00244122,0,0.444444444,20
165,Sphingobium fuliginis,,Sphingobium fuliginis,0.16233328,M3,Pseudomonadota,4,2.949677229,6,0.272430669,0.306387226,9.06E-05,2,0.666666667,4
164,Sphingobium mellinum,,Sphingobium mellinum,0.23661265,M3,Pseudomonadota,2,1.450709522,6,0.268921095,0.294411178,0,2,1,1
163,Flavitalea gansuensis,,Flavitalea gansuensis,0.10318011,M2,Bacteroidota,3,2.216772556,5,0.32177264,0.348103792,0,0,1,3
162,Egibacter rhizosphaerae,,Egibacter rhizosphaerae,0.1109685,M1,Actinomycetota,17,13.01787692,7,0.356837607,0.434887368,2.85E-04,9,0.786764706,107
161,Rhodoplanes sp. Z2-YC6860,,Rhodoplanes sp. Z2-YC6860,0.349834,M1,Pseudomonadota,28,21.18099189,7,0.396674584,0.493370402,0.004226382,9,0.582010582,220
160,Rhodocytophaga aerolata,,Rhodocytophaga aerolata,0.2413758,M2,Bacteroidota,2,1.615098,6,0.258114374,0.280538922,0,0,1,1
16,Anaeromyxobacter sp. K,,Anaeromyxobacter sp. K,0.18299504,M1,Myxococcota,10,7.285654306,7,0.349372385,0.413031081,1.33E-04,1,0.822222222,37
159,Stigmatella aurantiaca,,Stigmatella aurantiaca,0.19676955,M1,Myxococcota,7,5.137851775,7,0.332669323,0.390076989,1.09E-05,1,0.857142857,18
158,Sandaracinus amylolyticus,,Sandaracinus amylolyticus,0.18898116,M1,Myxococcota,13,9.538180888,7,0.378684807,0.443969204,2.79E-04,1,0.820512821,64
157,Rhizobium giardinii,,Rhizobium giardinii,0.32691938,M2,Pseudomonadota,1,0.718670607,6,0.288927336,0.310978044,0,0,0,0
156,Nocardioides alpinus,,Nocardioides alpinus,0.20893489,M3,Actinomycetota,9,6.735318244,5,0.296625222,0.345908184,2.09E-04,2,0.722222222,26
155,Nocardioides cavernae,,Nocardioides cavernae,0.15300007,M3,Actinomycetota,11,8.318090558,6,0.299283154,0.357285429,7.38E-05,2,0.872727273,48
154,Lautropia mirabilis,,Lautropia mirabilis,0.105368584,M2,Pseudomonadota,2,1.430942178,6,0.320537428,0.345908184,0,0,1,1
153,Longimicrobium terrae,,Longimicrobium terrae,0.16194707,M1,Gemmatimonadota,45,34.75065798,6,0.455040872,0.570758483,0.01096067,9,0.543434343,538
152,Tetrasphaera duodecadis,,Tetrasphaera duodecadis,0.23777126,M3,Actinomycetota,7,5.241195619,5,0.349372385,0.38742515,0.003953407,2,0.666666667,14
151,Adhaeribacter terreus,,Adhaeribacter terreus,0.20481542,M2,Bacteroidota,14,10.43165475,6,0.387470998,0.445508982,0.001472194,0,0.692307692,63
150,Microvirga brassicacearum,,Microvirga brassicacearum,0.21839683,M2,Pseudomonadota,16,11.92985767,6,0.423857868,0.477245509,0.002249914,0,0.608333333,73
15,Woeseia oceani,,Woeseia oceani,0.34835356,M1,Pseudomonadota,46,35.47063971,7,0.432642487,0.561833476,0.003589521,1,0.603864734,625
149,Ramlibacter tataouinensis,,Ramlibacter tataouinensis,0.5083696,M7,Pseudomonadota,2,1.519391775,2,0.75,0.833333333,1.03E-04,5,0,0
148,Zhizhongheella caldifontis,,Zhizhongheella caldifontis,0.111419074,M2,Pseudomonadota,3,2.258325934,6,0.332007952,0.358682635,0,0,1,3
147,Burkholderiales bacterium GJ-E10,,Burkholderiales bacterium GJ-E10,0.19252133,M1,Pseudomonadota,32,24.06382102,7,0.412345679,0.516124893,0.001426659,1,0.723790323,359
146,Nitrospira defluvii,,Nitrospira defluvii,0.13259578,M6,Nitrospirota,4,3.102572083,1,1,1,0,8,1,6
145,Bacillus sp. S3,,Bacillus sp. S3,0.3202896,M1,Bacillota,21,15.98975146,7,0.356837607,0.44786142,0.00327334,1,0.776190476,163
144,Neobacillus niacini,,Neobacillus niacini,0.17597905,M1,Bacillota,24,18.30585051,7,0.368653422,0.465925292,3.31E-04,1,0.815217391,225
143,Microvirga sp. 17 mud 1-3,,Microvirga sp. 17 mud 1-3,0.18177207,M2,Pseudomonadota,17,13.13077903,5,0.418546366,0.472754491,0.003706885,0,0.580882353,79
142,Streptomyces scabiei,,Streptomyces scabiei,0.27446038,M3,Actinomycetota,2,1.456489027,6,0.280672269,0.311976048,0,2,1,1
141,Ramlibacter monticola,,Ramlibacter monticola,0.13980487,M7,Pseudomonadota,1,0.762387276,3,0.5,0.611111111,0,5,0,0
140,Thioalkalivibrio sulfidiphilus,,Thioalkalivibrio sulfidiphilus,0.10176404,M1,Pseudomonadota,16,11.89376634,7,0.363834423,0.445166809,1.41E-04,1,0.866666667,104
14,Steroidobacter denitrificans,,Steroidobacter denitrificans,1.082136,M1,Pseudomonadota,57,44.61518222,7,0.451351351,0.599258626,0.015537802,1,0.476190476,760
139,Baekduia soli,,Baekduia soli,0.39263797,M1,Actinomycetota,17,13.54462832,6,0.371937639,0.441616766,4.69E-04,9,0.764705882,104
138,Solirubrobacter ginsenosidimutans,,Solirubrobacter ginsenosidimutans,0.19786379,M1,Actinomycetota,21,16.34799778,6,0.385681293,0.462874251,9.53E-04,9,0.738095238,155
137,Steroidobacter agariperforans,,Steroidobacter agariperforans,0.3395353,M1,Pseudomonadota,24,17.95507956,7,0.389277389,0.479298546,0.00174083,1,0.68115942,188
136,Microlunatus sp. KUDC0627,,Microlunatus sp. KUDC0627,0.17037913,M2,Actinomycetota,25,19.41338825,6,0.444148936,0.515668663,0.003933962,9,0.64,192
135,Gemmatimonas phototrophica,,Gemmatimonas phototrophica,0.19509602,M1,Gemmatimonadota,34,26.0117569,6,0.430412371,0.529840319,0.001419401,1,0.718360071,403
134,Cohnella abietis,,Cohnella abietis,0.12178214,M1,Bacillota,23,16.95533901,7,0.394799054,0.481394354,3.13E-04,1,0.841897233,213
133,Pedobacter mongoliensis,,Pedobacter mongoliensis,0.102858275,M3,Bacteroidota,10,7.428649664,5,0.312734082,0.367165669,0.003218646,2,0.6,27
132,Microvirga ossetica,,Microvirga ossetica,0.76680267,M2,Pseudomonadota,32,24.82131982,5,0.467787115,0.543612774,0.030652408,0,0.403225806,200
131,Microvirga zambiensis,,Microvirga zambiensis,0.23564716,M2,Pseudomonadota,16,12.41440457,5,0.416458853,0.468762475,0.001752468,0,0.741666667,89
130,Microvirga aerilata,,Microvirga aerilata,0.12577288,M2,Pseudomonadota,6,4.404847026,6,0.341513292,0.377644711,0,0,1,15
13,Povalibacter uvarum,,Povalibacter uvarum,0.8242179,M1,Pseudomonadota,63,49.94214261,7,0.470422535,0.623210721,0.019855177,1,0.443420379,866
129,Roseisolibacter agri,,Roseisolibacter agri,0.2104797,M1,Gemmatimonadota,30,23.1104939,6,0.432642487,0.521856287,0.003683081,9,0.645977011,281
128,Gemmatirosa kalamazoonesis,,Gemmatirosa kalamazoonesis,0.567909,M1,Gemmatimonadota,38,29.84628952,6,0.433766234,0.538522954,0.020380998,9,0.510668563,359
